code,boormeester,datum,hoogtemaaiveld,xcoord,ycoord,onderzoek,type,situ,id,created,modified,geoLatitude,geoLongitude,grondwaterstand,einddiepte
"DLA-olie-3","A. Scheper","2017-01-09T23:00:00.000Z","","112065.0336715434","511597.0266891909","4771298","2402","","4771302","2017-01-10T16:54:01.000Z","","","","",""
"DLA-olie-2","A. Scheper","2017-01-09T23:00:00.000Z","","112058.503110369","511598.5344506024","4771298","2402","","4771300","2017-01-10T16:54:01.000Z","","","","",""
"DLA-olie-1","A. Scheper","2017-01-09T23:00:00.000Z","","112060.3667342935","511603.7764198025","4771298","2402","","4771299","2017-01-10T16:54:01.000Z","","","","",""
"VP","Marco Voorbij","2017-01-08T23:00:00.000Z","","98222.33447089372","430105.8613830861","4763832","","","4764072","2017-01-09T14:46:54.000Z","","","","",""
"02","J Verkade","2016-12-12T23:00:00.000Z","","103668.6689801343","420209.3453954768","4724622","2377","2542","4724709","2016-12-22T10:24:09.000Z","","","","1.7",""
"03","J Verkade","2016-12-12T23:00:00.000Z","","103667.7771234605","420230.7773761573","4724622","2377","2542","4724694","2016-12-22T10:24:09.000Z","","","","1.7",""
"04","J Verkade","2016-12-12T23:00:00.000Z","","103668.5629742578","420235.2016479467","4724622","2377","2542","4724674","2016-12-22T10:24:09.000Z","","","","",""
"06","J Verkade","2016-12-12T23:00:00.000Z","","103672.3072336096","420239.2263164284","4724622","2382","2557","4724651","2016-12-22T10:24:09.000Z","","","","1.5",""
"As04","J Verkade","2016-12-12T23:00:00.000Z","","103668.1343312576","420211.3823432875","4724622","2412","2567","4724645","2016-12-22T10:24:09.000Z","","","","",""
"As05","J Verkade","2016-12-12T23:00:00.000Z","","103672.9762208536","420214.1030508307","4724622","2377","2557","4724639","2016-12-22T10:24:09.000Z","","","","",""
"As02","J Verkade","2016-12-12T23:00:00.000Z","","103673.909289843","420232.9308456249","4724622","2412","2557","4724634","2016-12-22T10:24:09.000Z","","","","",""
"As01","J Verkade","2016-12-12T23:00:00.000Z","","103663.534077765","420232.2981889092","4724622","2377","2557","4724629","2016-12-22T10:24:09.000Z","","","","",""
"As03","J Verkade","2016-12-12T23:00:00.000Z","","103663.1488309944","420212.7260715563","4724622","2412","2557","4724623","2016-12-22T10:24:09.000Z","","","","",""
"014","A. Scheper","2016-12-14T23:00:00.000Z","","89014.46","444947.445","4669850","2377","2592","4688600","2016-12-15T12:34:01.000Z","2017-02-13T09:27:13.000Z","","","0.5",""
"013","A. Scheper","2016-12-14T23:00:00.000Z","","88986.942","444931.154","4669850","2377","2592","4688592","2016-12-15T12:34:01.000Z","2017-02-13T09:27:13.000Z","","","0.5",""
"012","A. Scheper","2016-12-14T23:00:00.000Z","","89026.241","444937.275","4669850","2377","2592","4688584","2016-12-15T12:34:01.000Z","2017-02-13T09:27:13.000Z","","","0.5",""
"011","A. Scheper","2016-12-14T23:00:00.000Z","","89002.957","444926.126","4669850","2377","2592","4688576","2016-12-15T12:34:01.000Z","2017-02-13T09:27:13.000Z","","","0.5",""
"010","A. Scheper","2016-12-14T23:00:00.000Z","","88986.401","444916.987","4669850","2377","2592","4688568","2016-12-15T12:34:01.000Z","2017-02-13T09:27:13.000Z","","","0.5",""
"009","A. Scheper","2016-12-14T23:00:00.000Z","","89008.192","444911.564","4669850","2377","2592","4688560","2016-12-15T12:34:01.000Z","2017-02-13T09:27:13.000Z","","","0.5",""
"008","A. Scheper","2016-12-14T23:00:00.000Z","","89038.067","444913.329","4669850","2377","2592","4688552","2016-12-15T12:34:01.000Z","2017-02-13T09:27:13.000Z","","","0.5",""
"007","A. Scheper","2016-12-14T23:00:00.000Z","","89021.332","444903.606","4669850","2377","2592","4688544","2016-12-15T12:34:01.000Z","2017-02-13T09:27:13.000Z","","","0.5",""
"006","A. Scheper","2016-12-14T23:00:00.000Z","","89009.576","444896.306","4669850","2377","2592","4688536","2016-12-15T12:34:01.000Z","2017-02-13T09:27:13.000Z","","","0.5",""
"005","A. Scheper","2016-12-14T23:00:00.000Z","","89001.155","444898.587","4669850","2377","2592","4688528","2016-12-15T12:34:01.000Z","2017-02-13T09:27:13.000Z","","","0.5",""
"004","A. Scheper","2016-12-14T23:00:00.000Z","","88993.552","444895.148","4669850","2377","2592","4688520","2016-12-15T12:34:01.000Z","2017-02-13T09:27:13.000Z","","","0.5",""
"003","A. Scheper","2016-12-14T23:00:00.000Z","","89023.016","444919.245","4669850","2377","2592","4688510","2016-12-15T12:34:01.000Z","2017-02-13T09:27:13.000Z","","","0.5",""
"002","A. Scheper","2016-12-14T23:00:00.000Z","","89000.02","444939.024","4669850","2377","2592","4688500","2016-12-15T12:34:01.000Z","2017-02-13T09:27:13.000Z","","","0.5",""
"001","A. Scheper","2016-12-14T23:00:00.000Z","","88999.494","444890.58","4669850","2382","2592","4688483","2016-12-15T12:34:01.000Z","2017-02-13T09:27:13.000Z","","","0.5",""
"101","A. Scheper","2016-12-11T23:00:00.000Z","","129322.3889632531","480017.766678708","4666362","2382","2592","4669271","2016-12-12T15:11:01.000Z","","","","0.7",""
"Onbekend-004","A. Scheper","","","81291.80639838062","452954.4468008552","4664788","2382","","4665250","2016-12-12T12:27:03.000Z","","","","",""
"Onbekend003","
            ","","","81288.27734389527","452945.9660639982","4664788","2382","","4665248","2016-12-12T12:27:03.000Z","","","","",""
"Onbekend-002","
            ","","","81321.56577530848","452982.5412237952","4664788","2382","","4665229","2016-12-12T12:27:03.000Z","","","","",""
"411","A. Scheper","2016-12-11T23:00:00.000Z","","89680.96998155687","437050.5103597984","4628943","2377","2672","4663177","2016-12-12T10:20:01.000Z","2016-12-12T11:31:18.000Z","","","1",""
"Onbekend-004","A. Scheper","","","81291.80639838062","452954.4468008552","4588940","2382","","4660567","2016-12-09T14:18:01.000Z","","","","",""
"Onbekend003","
            ","","","81288.27734389527","452945.9660639982","4588940","2382","","4660565","2016-12-09T14:18:01.000Z","","","","",""
"Onbekend-002","
            ","","","81321.56577530848","452982.5412237952","4588940","2382","","4660546","2016-12-09T14:18:01.000Z","","","","",""
"015","A. Scheper","2016-12-08T23:00:00.000Z","","89537.95998141202","430203.040358251","4632616","2377","2592","4656427","2016-12-09T11:30:01.000Z","2016-12-09T12:13:38.000Z","","","",""
"014","A. Scheper","2016-12-08T23:00:00.000Z","","89540.47998141378","430244.2003582579","4632616","2377","2592","4656423","2016-12-09T11:30:01.000Z","2016-12-09T12:14:51.000Z","","","",""
"013","A. Scheper","2016-12-08T23:00:00.000Z","","89558.11998142232","430259.32035826356","4632616","2377","2592","4656419","2016-12-09T11:30:01.000Z","2016-12-09T12:14:57.000Z","","","",""
"012","A. Scheper","2016-12-08T23:00:00.000Z","","89582.47998143412","430267.72035826836","4632616","2377","2592","4656415","2016-12-09T11:30:01.000Z","2016-12-09T12:14:56.000Z","","","",""
"011","A. Scheper","2016-12-08T23:00:00.000Z","","89599.27998144207","430286.20035827026","4632616","2377","2592","4656411","2016-12-09T11:30:01.000Z","2016-12-09T12:14:41.000Z","","","",""
"010","A. Scheper","2016-12-08T23:00:00.000Z","","89577.43998143192","430308.040358275","4632616","2377","2592","4656407","2016-12-09T11:30:01.000Z","2016-12-09T12:14:45.000Z","","","",""
"009","A. Scheper","2016-12-08T23:00:00.000Z","","89606.83998144606","430318.9603582773","4632616","2377","2592","4656403","2016-12-09T11:30:01.000Z","2016-12-09T12:14:43.000Z","","","",""
"008","A. Scheper","2016-12-08T23:00:00.000Z","","89608.51998144714","430340.8003582847","4632616","2377","2592","4656399","2016-12-09T11:30:01.000Z","2016-12-09T12:14:06.000Z","","","",""
"007","A. Scheper","2016-12-08T23:00:00.000Z","","89593.71095408918","430370.0030244677","4632616","2377","2592","4656395","2016-12-09T11:30:01.000Z","","","","",""
"006","A. Scheper","2016-12-08T23:00:00.000Z","","89600.95998144426","430399.6003582955","4632616","2377","2592","4656391","2016-12-09T11:30:01.000Z","2016-12-09T12:15:20.000Z","","","",""
"005","A. Scheper","2016-12-08T23:00:00.000Z","","89616.9199814521","430426.48035830114","4632616","2377","2592","4656387","2016-12-09T11:30:01.000Z","2016-12-09T12:15:21.000Z","","","",""
"004","A. Scheper","2016-12-08T23:00:00.000Z","","89614.39998145115","430449.1603583057","4632616","2377","2592","4656383","2016-12-09T11:30:01.000Z","2016-12-09T12:15:24.000Z","","","",""
"003","A. Scheper","2016-12-08T23:00:00.000Z","","89595.07998144231","430468.4803583136","4632616","2377","2592","4656379","2016-12-09T11:30:01.000Z","2016-12-09T12:15:26.000Z","","","",""
"002","A. Scheper","2016-12-08T23:00:00.000Z","","89591.71998144095","430490.32035831833","4632616","2377","2567","4656372","2016-12-09T11:30:01.000Z","2016-12-09T12:15:29.000Z","","","",""
"001","A. Scheper","2016-12-08T23:00:00.000Z","","89598.3503197846","430520.0707312486","4632616","2377","2592","4656368","2016-12-09T11:30:01.000Z","","","","",""
"412","A. Scheper","2016-12-07T23:00:00.000Z","","89664.9507752791","437059.8543424875","4628943","2377","2602","4639794","2016-12-08T15:35:01.000Z","","","","1.5",""
"413","A. Scheper","2016-12-07T23:00:00.000Z","","89680.57900364508","437097.7539852429","4628943","2377","2602","4639775","2016-12-08T15:35:01.000Z","","","","1.5",""
"414","A. Scheper","2016-12-07T23:00:00.000Z","","89690.71661471708","437125.0487764824","4628943","2377","2602","4639756","2016-12-08T15:35:01.000Z","","","","1.5",""
"406","A. Scheper","2016-12-07T23:00:00.000Z","","89706.20446190592","437138.0998430508","4628943","2377","2552","4639732","2016-12-08T15:35:01.000Z","","","","",""
"407","A. Scheper","2016-12-07T23:00:00.000Z","","89731.05530640813","437105.0099754968","4628943","2377","2602","4639712","2016-12-08T15:35:01.000Z","","","","1.5",""
"408","A. Scheper","2016-12-07T23:00:00.000Z","","89705.95998156903","437083.4803598006","4628943","2377","2602","4639691","2016-12-08T15:35:01.000Z","2016-12-08T16:55:27.000Z","","","1.5",""
"409","A. Scheper","2016-12-07T23:00:00.000Z","","89696.29235890308","437057.4199873932","4628943","2382","2552","4639668","2016-12-08T15:35:01.000Z","","","","1",""
"410","A. Scheper","2016-12-07T23:00:00.000Z","","89692.46015192225","437046.6094695858","4628943","2377","2552","4639648","2016-12-08T15:35:01.000Z","","","","",""
"IG010","A. Scheper","2016-11-28T23:00:00.000Z","","92809.96998305368","438972.0103602517","4564663","2412","2552","4588247","2016-11-29T14:42:02.000Z","2016-11-29T15:11:24.000Z","","","0.7",""
"IG009","A. Scheper","2016-11-28T23:00:00.000Z","","92803.56498305064","438973.7953602521","4564663","2412","2552","4588233","2016-11-29T14:42:02.000Z","2016-11-29T15:11:18.000Z","","","0.7",""
"IG008","A. Scheper","2016-11-28T23:00:00.000Z","","92805.66498305174","438969.0703602521","4564663","2412","2552","4588220","2016-11-29T14:42:02.000Z","2016-11-29T15:11:42.000Z","","","0.7",""
"IG007","A. Scheper","2016-11-28T23:00:00.000Z","","92801.41248304963","438965.3953602529","4564663","2412","2552","4588207","2016-11-29T14:42:02.000Z","2016-11-29T15:10:26.000Z","","","0.7",""
"IG006","A. Scheper","2016-11-28T23:00:00.000Z","","92806.9774830523","438963.4003602495","4564663","2412","2552","4588193","2016-11-29T14:42:02.000Z","2016-11-29T15:10:20.000Z","","","0.7",""
"IG005","A. Scheper","2016-11-28T23:00:00.000Z","","92807.23998305268","438989.96536025876","4564663","2412","2552","4588176","2016-11-29T14:42:01.000Z","2016-11-29T15:10:01.000Z","","","0.7",""
"IG003","A. Scheper","2016-11-28T23:00:00.000Z","","92810.28498305408","438986.50036026206","4564663","2412","2552","4588164","2016-11-29T14:42:01.000Z","2016-11-29T15:09:58.000Z","","","0.7",""
"IG004","A. Scheper","2016-11-28T23:00:00.000Z","","92806.50498305201","438985.8703602544","4564663","2412","2552","4588152","2016-11-29T14:42:01.000Z","2016-11-29T15:09:51.000Z","","","0.7",""
"IG002","A. Scheper","2016-11-28T23:00:00.000Z","","92814.90498305607","438986.9203602554","4564663","2412","2552","4588140","2016-11-29T14:42:01.000Z","2016-11-29T15:08:57.000Z","","","0.7",""
"IG001","A. Scheper","2016-11-28T23:00:00.000Z","","92813.32998305539","438983.5603602543","4564663","2412","2552","4588127","2016-11-29T14:42:01.000Z","2016-11-29T15:09:56.000Z","","","0.7",""
"A1-004","A. Scheper","2016-11-24T23:00:00.000Z","","82924.00997858515","453160.135363196","4547415","2412","2567","4555526","2016-11-25T10:00:01.000Z","2017-02-13T14:39:41.000Z","","","0.4",""
"A1-003","A. Scheper","2016-11-24T23:00:00.000Z","","82930.7299785883","453164.02036319417","4547415","2412","2567","4555519","2016-11-25T10:00:01.000Z","2017-02-13T14:39:46.000Z","","","0.4",""
"A1-002","A. Scheper","2016-11-24T23:00:00.000Z","","82937.97497859185","453167.8003631967","4547415","2412","2567","4555511","2016-11-25T10:00:01.000Z","2017-02-13T14:39:48.000Z","","","0.4",""
"A1-001","A. Scheper","2016-11-24T23:00:00.000Z","","82944.27497859474","453171.2653631975","4547415","2412","2567","4555504","2016-11-25T10:00:01.000Z","2016-12-01T08:23:23.000Z","","","0.4",""
"320-A","A. Scheper","2016-11-23T23:00:00.000Z","","89753.7693737371","437007.1524592998","4547509","2377","2567","4547528","2016-11-24T11:07:01.000Z","","","","",""
"319-A","A. Scheper","2016-11-23T23:00:00.000Z","","89735.45867216575","437004.0780399226","4547509","2377","2567","4547510","2016-11-24T11:07:01.000Z","","","","",""
"019","A. Scheper","2016-11-17T23:00:00.000Z","","89837.2099817427","446937.7303619582","4495102","2377","2567","4513208","2016-11-18T11:50:02.000Z","2016-11-18T12:03:28.000Z","","","",""
"018","A. Scheper","2016-11-17T23:00:00.000Z","","89856.94998175188","446943.1903619566","4495102","2377","2567","4513201","2016-11-18T11:50:02.000Z","2016-11-21T07:16:54.000Z","","","",""
"017","A. Scheper","2016-11-17T23:00:00.000Z","","89874.79998175977","446893.84036195057","4495102","2377","2567","4513193","2016-11-18T11:50:02.000Z","2016-11-18T12:04:55.000Z","","","0.8",""
"016","A. Scheper","2016-11-17T23:00:00.000Z","","89866.39998175579","446885.8603619499","4495102","2377","2567","4513185","2016-11-18T11:50:02.000Z","2016-11-18T12:05:32.000Z","","","0.8",""
"015","A. Scheper","2016-11-17T23:00:00.000Z","","89859.36498175222","446876.2003619438","4495102","2377","2567","4513177","2016-11-18T11:50:02.000Z","2016-11-18T12:04:28.000Z","","","0.8",""
"014","A. Scheper","2016-11-17T23:00:00.000Z","","89870.59998175743","446870.9503619437","4495102","2377","2567","4513169","2016-11-18T11:50:02.000Z","2016-11-21T07:16:18.000Z","","","0.8",""
"013","A. Scheper","2016-11-17T23:00:00.000Z","","89885.19498176436","446868.7453619445","4495102","2377","2567","4513161","2016-11-18T11:50:02.000Z","2016-11-18T12:06:25.000Z","","","0.8",""
"012","A. Scheper","2016-11-17T23:00:00.000Z","","89878.84248176057","446824.96036193206","4495102","2377","2567","4513153","2016-11-18T11:50:02.000Z","2016-11-18T12:13:30.000Z","","","0.8",""
"011","A. Scheper","2016-11-17T23:00:00.000Z","","89886.66498176465","446833.7803619376","4495102","2377","2567","4513145","2016-11-18T11:50:02.000Z","2016-11-18T12:08:18.000Z","","","0.8",""
"010","A. Scheper","2016-11-17T23:00:00.000Z","","89893.59498176796","446840.50036193774","4495102","2377","2567","4513137","2016-11-18T11:50:02.000Z","2016-11-18T12:07:54.000Z","","","0.8",""
"009","A. Scheper","2016-11-17T23:00:00.000Z","","89895.74748176873","446826.5353619346","4495102","2377","2567","4513129","2016-11-18T11:50:02.000Z","2016-11-18T12:13:48.000Z","","","0.8",""
"008","A. Scheper","2016-11-17T23:00:00.000Z","","89889.86748176572","446797.6603619269","4495102","2377","2567","4513121","2016-11-18T11:50:02.000Z","2016-11-18T12:15:04.000Z","","","0.8",""
"007","A. Scheper","2016-11-17T23:00:00.000Z","","89894.697481768","446788.63036192907","4495102","2377","2567","4513113","2016-11-18T11:50:02.000Z","2016-11-18T12:14:27.000Z","","","0.8",""
"006","A. Scheper","2016-11-17T23:00:00.000Z","","89909.0299817748","446805.0103619306","4495102","2377","2567","4513105","2016-11-18T11:50:02.000Z","2016-11-18T12:16:19.000Z","","","0.8",""
"005","A. Scheper","2016-11-17T23:00:00.000Z","","89915.90748177798","446794.40536192805","4495102","2377","2567","4513097","2016-11-18T11:50:02.000Z","2016-11-18T12:14:38.000Z","","","0.8",""
"004","A. Scheper","2016-11-16T23:00:00.000Z","","89847.7099817475","446937.94036195497","4495102","2377","2567","4506788","2016-11-17T14:03:01.000Z","2016-11-21T07:17:02.000Z","","","0.9",""
"003","A. Scheper","2016-11-16T23:00:00.000Z","","89877.31998176078","446879.1403619415","4495102","2377","2567","4506773","2016-11-17T14:03:01.000Z","2016-11-21T07:16:27.000Z","","","0.8",""
"002","A. Scheper","2016-11-16T23:00:00.000Z","","89900.73774858992","446797.7117307147","4495102","2377","2567","4506756","2016-11-17T14:03:01.000Z","2016-11-18T06:16:32.000Z","","","0.8",""
"001","A. Scheper","2016-11-16T23:00:00.000Z","","89877.86541442337","446837.5101149951","4495102","2382","2567","4506733","2016-11-17T14:03:01.000Z","","","","0.8",""
"006","A. Scheper","2016-11-16T23:00:00.000Z","","94807.69978388815","432317.6294365026","4503766","2412","2672","4503787","2016-11-17T10:18:01.000Z","","","","",""
"005","A. Scheper","2016-11-16T23:00:00.000Z","","94824.08644584584","432313.1947612686","4503766","2412","2672","4503783","2016-11-17T10:18:01.000Z","","","","",""
"004","A. Scheper","2016-11-16T23:00:00.000Z","","94836.35806055063","432319.864331231","4503766","2412","2672","4503779","2016-11-17T10:18:01.000Z","","","","",""
"003","A. Scheper","2016-11-16T23:00:00.000Z","","94839.31977518133","432320.3814697657","4503766","2412","2672","4503775","2016-11-17T10:18:01.000Z","","","","",""
"002","A. Scheper","2016-11-16T23:00:00.000Z","","94863.69790700541","432304.6118959415","4503766","2412","2672","4503771","2016-11-17T10:18:01.000Z","","","","",""
"001","A. Scheper","2016-11-16T23:00:00.000Z","","94873.39043396985","432311.865290107","4503766","2412","2672","4503767","2016-11-17T10:18:01.000Z","","","","",""
"133","A. Scheper","2016-11-10T23:00:00.000Z","","91068.7680564285","436204.8237703376","4240692","2377","2552","4450910","2016-11-11T11:39:02.000Z","","","","0.7",""
"134","A. Scheper","2016-11-10T23:00:00.000Z","","91044.4838173966","436196.6653752918","4240692","2377","2552","4450898","2016-11-11T11:39:02.000Z","","","","0.5",""
"132","A. Scheper","2016-11-10T23:00:00.000Z","","91120.3360991168","436224.784674888","4240692","2377","2552","4450884","2016-11-11T11:39:02.000Z","","","","0.7",""
"123","A. Scheper","2016-11-09T23:00:00.000Z","","91048.60839293932","436187.2231352321","4240692","2377","2677","4444430","2016-11-10T13:35:07.000Z","","","","0.7",""
"125","A. Scheper","2016-11-09T23:00:00.000Z","","91057.04119226178","436182.6967045644","4240692","2377","2677","4444410","2016-11-10T13:35:07.000Z","","","","0.7",""
"124","A. Scheper","2016-11-09T23:00:00.000Z","","91054.35062298471","436188.8066693608","4240692","2377","2677","4444391","2016-11-10T13:35:07.000Z","","","","0.7",""
"126","A. Scheper","2016-11-09T23:00:00.000Z","","91096.73013966787","436197.4702707873","4240692","2377","2677","4444375","2016-11-10T13:35:07.000Z","","","","0.7",""
"127","A. Scheper","2016-11-09T23:00:00.000Z","","91116.96361109885","436206.4170931841","4240692","2377","2677","4444358","2016-11-10T13:35:07.000Z","","","","0.8",""
"128","A. Scheper","2016-11-09T23:00:00.000Z","","91114.30120340636","436214.7359162347","4240692","2377","2677","4444336","2016-11-10T13:35:07.000Z","","","","0.7",""
"130","A. Scheper","2016-11-09T23:00:00.000Z","","91124.76405210818","436210.183689","4240692","2377","2677","4444317","2016-11-10T13:35:07.000Z","","","","0.8",""
"129","A. Scheper","2016-11-09T23:00:00.000Z","","91118.93608753273","436216.3336621199","4240692","2377","2677","4444297","2016-11-10T13:35:07.000Z","","","","0.7",""
"131","A. Scheper","2016-11-09T23:00:00.000Z","","91124.31621748664","436218.474211405","4240692","2377","2677","4444280","2016-11-10T13:35:07.000Z","","","","0.7",""
"202","A. Scheper","2016-11-02T23:00:00.000Z","","123806.6110642312","475721.1760349792","4382188","2382","2587","4405510","2016-11-03T12:58:01.000Z","","","","0.7",""
"203","A. Scheper","2016-11-02T23:00:00.000Z","","123824.1895514767","475721.4305461973","4382188","2382","2672","4405487","2016-11-03T12:58:01.000Z","","","","0.7",""
"204","A. Scheper","2016-11-02T23:00:00.000Z","","123862.7040923056","475731.7807331377","4382188","2382","2587","4405454","2016-11-03T12:58:01.000Z","","","","0.7",""
"205","A. Scheper","2016-11-02T23:00:00.000Z","","123884.0085273985","475742.2393592681","4382188","2382","2557","4405423","2016-11-03T12:58:01.000Z","","","","0.7",""
"201","A. Scheper","2016-11-02T23:00:00.000Z","","123778.4355955881","475753.4967650349","4382188","2382","2677","4405404","2016-11-03T12:58:01.000Z","","","","0.5",""
"VP","Veldwerker","2016-11-01T23:00:00.000Z","","127562.027811931","464648.9407485796","4402047","","","4402062","2016-11-02T15:35:27.000Z","","","","",""
"103","A. Scheper","2016-11-01T23:00:00.000Z","","123827.3899977443","475716.1303680007","4382188","2377","2677","4401766","2016-11-02T14:52:01.000Z","2016-11-03T06:16:03.000Z","","","0.5",""
"102","A. Scheper","2016-11-01T23:00:00.000Z","","123891.85999777408","475737.9703680036","4382188","2377","2557","4401756","2016-11-02T14:52:01.000Z","2016-11-03T06:16:13.000Z","","","0.5",""
"101","A. Scheper","2016-11-01T23:00:00.000Z","","123866.8690960408","475724.4492755834","4382188","2382","2677","4401733","2016-11-02T14:52:01.000Z","","","","0.5",""
"003","A. Scheper","2016-11-01T23:00:00.000Z","","123805.8234768082","475712.4146678743","4382188","2377","2677","4401712","2016-11-02T14:52:01.000Z","","","","0.5",""
"002","A. Scheper","2016-11-01T23:00:00.000Z","","123764.4691816822","475716.3281103499","4382188","2377","2677","4401700","2016-11-02T14:52:01.000Z","","","","0.5",""
"001","A. Scheper","2016-11-01T23:00:00.000Z","","123769.4126215799","475745.3353078817","4382188","2382","2677","4401679","2016-11-02T14:52:01.000Z","","","","0.5",""
"003","A. Scheper","2016-11-01T23:00:00.000Z","","194401.4334947569","467196.2795034738","4383218","2377","2672","4397652","2016-11-02T11:37:01.000Z","","","","3.5",""
"002","A. Scheper","2016-11-01T23:00:00.000Z","","194400.9738467483","467190.6501473006","4383218","2377","2617","4397622","2016-11-02T11:37:01.000Z","","","","3.5",""
"001","A. Scheper","2016-11-01T23:00:00.000Z","","194403.8893692163","467193.0516652712","4383218","2382","2617","4397585","2016-11-02T11:37:01.000Z","","","","3.5",""
"017","A. Scheper","2016-10-31T23:00:00.000Z","","95862.0049847136","461813.9203651198","4347162","2377","2582","4392503","2016-11-01T15:34:01.000Z","2016-11-09T05:10:08.000Z","","","0.7",""
"016","A. Scheper","2016-10-31T23:00:00.000Z","","95869.98498471713","461798.9053651162","4347162","2377","2672","4392497","2016-11-01T15:34:01.000Z","2016-11-09T05:08:03.000Z","","","",""
"015","A. Scheper","2016-10-31T23:00:00.000Z","","95867.88498471596","461787.2503651108","4347162","2377","2637","4392488","2016-11-01T15:34:01.000Z","2016-11-09T05:08:56.000Z","","","0.6",""
"014","A. Scheper","2016-10-31T23:00:00.000Z","","95877.33498472042","461783.15536511014","4347162","2377","2637","4392479","2016-11-01T15:34:01.000Z","2016-11-09T05:09:08.000Z","","","0.6",""
"013","A. Scheper","2016-10-31T23:00:00.000Z","","95872.08498471782","461771.2903651065","4347162","2377","2637","4392465","2016-11-01T15:34:01.000Z","2016-11-09T05:09:28.000Z","","","0.7",""
"012","A. Scheper","2016-10-31T23:00:00.000Z","","95868.82998471621","461766.5653651051","4347162","2377","2582","4392454","2016-11-01T15:34:01.000Z","2016-11-09T05:09:38.000Z","","","0.6",""
"011","A. Scheper","2016-10-31T23:00:00.000Z","","95859.06498471173","461761.6303651077","4347162","2377","2637","4392440","2016-11-01T15:34:01.000Z","2016-11-09T05:06:39.000Z","","","0.7",""
"010","A. Scheper","2016-10-31T23:00:00.000Z","","95849.66748470746","461770.66036511026","4347162","2377","2637","4392425","2016-11-01T15:34:01.000Z","2016-11-09T05:05:58.000Z","","","0.7",""
"009","A. Scheper","2016-10-31T23:00:00.000Z","","95841.21498470363","461770.55536511267","4347162","2377","2637","4392410","2016-11-01T15:34:01.000Z","2016-11-09T05:06:07.000Z","","","0.7",""
"008","A. Scheper","2016-10-31T23:00:00.000Z","","95848.774984707","461754.38536510855","4347162","2377","2637","4392396","2016-11-01T15:34:01.000Z","2016-11-09T05:05:25.000Z","","","0.7",""
"007","A. Scheper","2016-10-31T23:00:00.000Z","","95847.09498470605","461747.7703651101","4347162","2377","2582","4392388","2016-11-01T15:34:01.000Z","2016-11-09T05:05:07.000Z","","","",""
"006","A. Scheper","2016-10-31T23:00:00.000Z","","95846.25498470568","461750.8153651049","4347162","2377","2582","4392380","2016-11-01T15:34:01.000Z","2016-11-09T05:05:11.000Z","","","",""
"005","A. Scheper","2016-10-31T23:00:00.000Z","","95858.74998471176","461773.6003651147","4347162","2377","2617","4392357","2016-11-01T15:34:01.000Z","2016-11-09T05:04:01.000Z","","","0.7",""
"004","A. Scheper","2016-10-31T23:00:00.000Z","","95861.89998471322","461769.6103651135","4347162","2382","2617","4392309","2016-11-01T15:34:01.000Z","2016-11-09T05:04:06.000Z","","","0.7",""
"003","A. Scheper","2016-10-31T23:00:00.000Z","","95854.54998470997","461786.8303651125","4347162","2382","2672","4392270","2016-11-01T15:34:01.000Z","2016-11-09T05:01:27.000Z","","","0.7",""
"002","A. Scheper","2016-10-31T23:00:00.000Z","","95870.0899847172","461803.8403651138","4347162","2377","2582","4392253","2016-11-01T15:34:01.000Z","2016-11-09T05:10:00.000Z","","","1",""
"001","A. Scheper","2016-10-31T23:00:00.000Z","","95837.64498470188","461764.7803651095","4347162","2377","2637","4392234","2016-11-01T15:34:01.000Z","2016-11-09T05:06:04.000Z","","","0.7",""
"RE02-SL108","A. Scheper","2016-10-25T22:00:00.000Z","","98041.70045967036","431357.1921001403","4387356","2442","2672","4387437","2016-11-01T07:31:03.000Z","","","","",""
"RE02-SL107","A. Scheper","2016-10-25T22:00:00.000Z","","98038.15684332393","431370.5003738116","4387356","2442","2672","4387426","2016-11-01T07:31:03.000Z","","","","",""
"RE02-SL106","A. Scheper","2016-10-25T22:00:00.000Z","","98037.01343597763","431363.3726447733","4387356","2442","2672","4387414","2016-11-01T07:31:03.000Z","","","","",""
"RE02-SL105","A. Scheper","2016-10-25T22:00:00.000Z","","98047.37086367687","431356.2522774828","4387356","2442","2672","4387405","2016-11-01T07:31:03.000Z","","","","",""
"RE01-SL104","A. Scheper","2016-10-25T22:00:00.000Z","","98051.7514700897","431361.7077362628","4387356","2442","2582","4387396","2016-11-01T07:31:03.000Z","","","","",""
"RE02-SL103","A. Scheper","2016-10-25T22:00:00.000Z","","98039.94063500021","431368.9597947175","4387356","2442","2672","4387384","2016-11-01T07:31:03.000Z","","","","",""
"RE01-SL102","A. Scheper","2016-10-25T22:00:00.000Z","","98041.16455112028","431362.8647253399","4387356","2442","2672","4387372","2016-11-01T07:31:03.000Z","","","","",""
"RE01-SL101","A. Scheper","2016-10-25T22:00:00.000Z","","98044.31179114009","431359.3737226273","4387356","2442","2672","4387357","2016-11-01T07:31:03.000Z","","","","",""
"A002","A. Scheper","2016-10-30T23:00:00.000Z","","60960.2673734296","442436.0973150163","4384298","2402","2542","4384303","2016-10-31T13:56:04.000Z","","","","",""
"A001","A. Scheper","2016-10-30T23:00:00.000Z","","60980.22900412013","442448.4117372782","4384298","2377","2542","4384299","2016-10-31T13:56:04.000Z","","","","",""
